session_id,project,timestamp,prompt_length,prompt_words,has_image
0091baab-1691-4945-94d1-02a2ab7691fa,FEM,2026-03-19T08:13:41.393Z,0,0,False
0091baab-1691-4945-94d1-02a2ab7691fa,FEM,2026-03-19T08:13:51.826Z,0,0,False
0091baab-1691-4945-94d1-02a2ab7691fa,FEM,2026-03-19T08:13:57.765Z,0,0,False
0091baab-1691-4945-94d1-02a2ab7691fa,FEM,2026-03-19T08:17:11.264Z,27,6,False
0091baab-1691-4945-94d1-02a2ab7691fa,FEM,2026-03-19T08:17:47.138Z,0,0,False
0091baab-1691-4945-94d1-02a2ab7691fa,FEM,2026-03-19T08:20:08.698Z,0,0,False
0091baab-1691-4945-94d1-02a2ab7691fa,FEM,2026-03-19T08:20:21.605Z,0,0,False
0091baab-1691-4945-94d1-02a2ab7691fa,FEM,2026-03-19T08:20:27.823Z,0,0,False
0091baab-1691-4945-94d1-02a2ab7691fa,FEM,2026-03-19T08:20:33.467Z,0,0,False
0091baab-1691-4945-94d1-02a2ab7691fa,FEM,2026-03-19T08:27:38.470Z,31,3,False
0091baab-1691-4945-94d1-02a2ab7691fa,FEM,2026-03-19T08:27:45.660Z,0,0,False
0091baab-1691-4945-94d1-02a2ab7691fa,FEM,2026-03-19T08:27:54.210Z,0,0,False
0091baab-1691-4945-94d1-02a2ab7691fa,FEM,2026-03-19T08:28:06.779Z,0,0,False
0091baab-1691-4945-94d1-02a2ab7691fa,FEM,2026-03-19T08:28:19.435Z,0,0,False
0091baab-1691-4945-94d1-02a2ab7691fa,FEM,2026-03-19T08:28:38.067Z,0,0,False
0091baab-1691-4945-94d1-02a2ab7691fa,FEM,2026-03-19T08:29:33.224Z,0,0,False
0091baab-1691-4945-94d1-02a2ab7691fa,FEM,2026-03-19T08:29:49.326Z,0,0,False
0091baab-1691-4945-94d1-02a2ab7691fa,FEM,2026-03-19T08:30:03.958Z,0,0,False
0091baab-1691-4945-94d1-02a2ab7691fa,FEM,2026-03-19T08:30:12.411Z,0,0,False
0091baab-1691-4945-94d1-02a2ab7691fa,FEM,2026-03-19T08:30:25.611Z,0,0,False
0091baab-1691-4945-94d1-02a2ab7691fa,FEM,2026-03-19T08:30:47.157Z,0,0,False
0091baab-1691-4945-94d1-02a2ab7691fa,FEM,2026-03-19T08:30:52.814Z,0,0,False
0091baab-1691-4945-94d1-02a2ab7691fa,FEM,2026-03-19T08:31:12.546Z,0,0,False
0091baab-1691-4945-94d1-02a2ab7691fa,FEM,2026-03-19T08:37:31.496Z,942,148,False
0091baab-1691-4945-94d1-02a2ab7691fa,FEM,2026-03-19T08:40:01.115Z,0,0,False
0091baab-1691-4945-94d1-02a2ab7691fa,FEM,2026-03-19T08:40:47.812Z,0,0,False
